Enlace,Precio,Superficie Construida,Última Actualización,Consumo Energético,Emisiones CO2,Tipo de operación,Superficie construida:,Superficie útil:,Habitaciones:,Baños:,Planta:,Antigüedad:,Conservación:,Gastos de comunidad:,Referencia:,Tipo de casa:,Superficie solar:,Exterior:,Interior:
https://www.pisos.com/alquilar/piso-jeronimos28014-45878527963_440000/,3.75,107.0,22/10/2024,138,34,Alquiler,107.0,89.0,3.0,2.0,4ª,Más de 50 años,Reformado,,4400-23656,Piso,,,
https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28016-48390459939_104700/,1.2,72.0,18/10/2024,,,Alquiler,72.0,56.0,1.0,1.0,,Más de 50 años,,,STA61-RP902024130862,Piso,,,
https://www.pisos.com/alquilar/piso-nino_jesus28009-48417621158_100500/,1.4,45.0,24/10/2024,,,Alquiler,45.0,,1.0,1.0,2ª,,En buen estado,,SA5184-106277345,Piso,,,
https://www.pisos.com/alquilar/estudio-parque_empresarial28290-45008053320_101800/,1.147,50.0,03/07/2024,,,Alquiler,50.0,,,1.0,,,,,IF5032-tartesos,Piso,,,
https://www.pisos.com/alquilar/atico-jeronimos28014-45882710017_440000/,4.5,133.0,22/10/2024,,,Alquiler,133.0,130.0,3.0,2.0,Bajo,Más de 50 años,Reformado,,4400-23657,Piso,,,
https://www.pisos.com/alquilar/piso-chamartin_prosperidad28002-45891547824_500635/,2.5,95.0,21/10/2024,,,Alquiler,95.0,90.0,2.0,2.0,4ª,,Reformado,Incluidos en el precio,500635-111246,Piso,,,
https://www.pisos.com/alquilar/piso-zona_avenida_de_europa28224-48354320473_500635/,2.3,157.0,24/10/2024,,,Alquiler,157.0,150.0,4.0,3.0,3ª,Entre 20 y 30 años,En buen estado,Incluídos,500635-111256,Piso,,,
https://www.pisos.com/alquilar/piso-tetuan_almenara28020-7581420285_500564/,1.2,80.0,23/10/2024,,,Alquiler,80.0,80.0,1.0,1.0,2ª,,En buen estado,,500564-35134,Piso,,,
https://www.pisos.com/alquilar/piso-arroyos_y_tempranales28701-4863958695_109700/,850.0,50.0,21/10/2024,,,Alquiler,50.0,,1.0,1.0,1ª,,A estrenar,,4528991-21490392,Piso,,,
https://www.pisos.com/alquilar/piso-jeronimos28014-45027368929_101800/,11.0,390.0,24/10/2024,104,53,Alquiler,390.0,,3.0,4.0,2ª,Más de 50 años,En buen estado,,IF5271-263,Piso,,,
https://www.pisos.com/alquilar/chalet-villanueva_de_la_canada_nucleo_urbano-47526249359_101800/,2.7,329.0,21/10/2024,,,Alquiler,329.0,,5.0,3.0,,Entre 20 y 30 años,,,IF7144-ALQIT,Piso,367.0,,
https://www.pisos.com/alquilar/piso-fuencarral_el_pardo_las_tablas28050-48375639374_101000/,1.3,93.0,24/10/2024,,,Alquiler,93.0,,2.0,2.0,,,,,AF105-1338/273,Piso,,,
https://www.pisos.com/alquilar/piso-ibiza28009-45860497913_102100/,3.2,215.0,24/10/2024,,,Alquiler,215.0,,3.0,2.0,,,,,GM19-199735,Piso,,Exterior,
https://www.pisos.com/alquilar/piso-parque_de_la_coruna_las_suertes-47570690285_992271/,1.2,110.0,24/10/2024,270,57,Alquiler,110.0,100.0,3.0,2.0,2ª,Entre 20 y 30 años,En buen estado,,4992271-1074,Piso,,,
https://www.pisos.com/alquilar/piso-prado_de_somosaguas-48382784785_500635/,2.2,175.0,21/10/2024,,,Alquiler,175.0,150.0,4.0,2.0,2ª,Entre 5 y 10 años,,Incluídos en el precio,500635-111253,Piso,,,
https://www.pisos.com/alquilar/chalet_unifamiliar-castillo_campodon-47560668046_990706/,7.0,554.0,21/10/2024,,,Alquiler,554.0,500.0,4.0,6.0,,Entre 10 y 20 años,En buen estado,,4990706-chainvlj,Piso,1.0,,
https://www.pisos.com/alquilar/duplex-golf_el_carralero28222-47524013896_100500/,2.9,168.0,22/10/2024,,,Alquiler,168.0,,4.0,3.0,3ª,Entre 20 y 30 años,A estrenar,,SA4094-IDE1260924,Piso,,,
https://www.pisos.com/alquilar/piso-bustarviejo_centro_urbano-48414483409_101000/,720.0,86.0,24/10/2024,,,Alquiler,86.0,,2.0,2.0,,,,,AF189-2216/55,Piso,,,
https://www.pisos.com/alquilar/piso-justicia_chueca28046-44256471315_102100/,2.5,124.0,24/10/2024,,,Alquiler,124.0,,2.0,2.0,,,,,GM19-198234,Piso,,,
https://www.pisos.com/alquilar/piso-universidad_malasana28004-44190693894_528374/,1.05,55.0,17/10/2024,,,Alquiler,55.0,50.0,1.0,1.0,3ª,Entre 30 y 50 años,En buen estado,,4528374-1,Piso,,,
https://www.pisos.com/alquilar/piso-carlos_ruiz-47540338903_992271/,1.1,120.0,24/10/2024,226,47,Alquiler,120.0,100.0,4.0,2.0,1ª,Entre 30 y 50 años,En buen estado,,4992271-1134,Piso,,,
https://www.pisos.com/alquilar/piso-la_finca-47557750571_280500/,5.5,190.0,24/10/2024,15,2,Alquiler,190.0,170.0,3.0,3.0,2ª,Menos de 5 años,En buen estado,Incluidos,2805-002404,Piso,,,
https://www.pisos.com/alquilar/casa_unifamiliar-las_matas_los_penascales-29189878080_280500/,4.0,600.0,24/10/2024,,,Alquiler,600.0,600.0,6.0,7.0,,Entre 5 y 10 años,En buen estado,,2805-002317,Unifamiliar,,,
https://www.pisos.com/alquilar/casa_adosada-sector_b28660-44200537282_100200/,3.6,448.0,21/10/2024,,,Alquiler,448.0,,5.0,2.0,,Menos de 5 años,En buen estado,,TC170-581681,Adosada,,,
https://www.pisos.com/alquilar/piso-somosaguas_humera_los_angeles-47519129575_280500/,1.45,69.0,24/10/2024,,,Alquiler,69.0,48.0,1.0,1.0,1ª,Menos de 5 años,En buen estado,,2805-002408,Piso,,,
https://www.pisos.com/alquilar/piso-valdezarza28035-45021521231_101800/,950.0,50.0,24/10/2024,,,Alquiler,50.0,,1.0,1.0,6ª,,,,IF5032-J. Andrés,Piso,,,
https://www.pisos.com/alquilar/piso-universidad_malasana28013-48381283236_528417/,3.5,122.0,03/10/2024,70,15,Alquiler,122.0,120.0,2.0,2.0,8ª,Entre 5 y 10 años,Reformado,,4528417-000005,Piso,,,
https://www.pisos.com/alquilar/piso-zona_avenida_de_europa28224-45068829832_101800/,1.4,65.0,24/10/2024,,,Alquiler,65.0,,1.0,1.0,2ª,,,,IF5032-avda-1d-V T 40m,Piso,,,
https://www.pisos.com/alquilar/piso-casa_de_campo28008-46681637255_100500/,3.0,85.0,24/10/2024,,,Alquiler,85.0,,2.0,2.0,4ª,,En buen estado,,SA5184-105690166,Piso,,,
https://www.pisos.com/alquilar/atico-fuencarral_el_pardo_las_tablas28050-48426361500_100500/,3.95,350.0,24/10/2024,,,Alquiler,350.0,280.0,4.0,4.0,4ª,Menos de 5 años,En buen estado,,SA2557-105981723,Piso,,,
https://www.pisos.com/alquilar/piso-carabanchel_buenavista28044-47532300472_996848/,1.075,62.0,10/10/2024,,,Alquiler,62.0,50.0,1.0,1.0,3ª,Entre 20 y 30 años,En buen estado,,4996848-000028,Piso,,,
https://www.pisos.com/alquilar/piso-jeronimos28014-45878527963_440000/,3.75,107.0,22/10/2024,138,34,Alquiler,107.0,89.0,3.0,2.0,4ª,Más de 50 años,Reformado,,4400-23656,Piso,,,
https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28016-48390459939_104700/,1.2,72.0,18/10/2024,,,Alquiler,72.0,56.0,1.0,1.0,,Más de 50 años,,,STA61-RP902024130862,Piso,,,
https://www.pisos.com/alquilar/piso-nino_jesus28009-48417621158_100500/,1.4,45.0,24/10/2024,,,Alquiler,45.0,,1.0,1.0,2ª,,En buen estado,,SA5184-106277345,Piso,,,
https://www.pisos.com/alquilar/estudio-parque_empresarial28290-45008053320_101800/,1.147,50.0,03/07/2024,,,Alquiler,50.0,,,1.0,,,,,IF5032-tartesos,Piso,,,
https://www.pisos.com/alquilar/atico-jeronimos28014-45882710017_440000/,4.5,133.0,22/10/2024,,,Alquiler,133.0,130.0,3.0,2.0,Bajo,Más de 50 años,Reformado,,4400-23657,Piso,,,
https://www.pisos.com/alquilar/piso-chamartin_prosperidad28002-45891547824_500635/,2.5,95.0,21/10/2024,,,Alquiler,95.0,90.0,2.0,2.0,4ª,,Reformado,Incluidos en el precio,500635-111246,Piso,,,
https://www.pisos.com/alquilar/piso-zona_avenida_de_europa28224-48354320473_500635/,2.3,157.0,24/10/2024,,,Alquiler,157.0,150.0,4.0,3.0,3ª,Entre 20 y 30 años,En buen estado,Incluídos,500635-111256,Piso,,,
https://www.pisos.com/alquilar/piso-tetuan_almenara28020-7581420285_500564/,1.2,80.0,23/10/2024,,,Alquiler,80.0,80.0,1.0,1.0,2ª,,En buen estado,,500564-35134,Piso,,,
https://www.pisos.com/alquilar/piso-arroyos_y_tempranales28701-4863958695_109700/,850.0,50.0,21/10/2024,,,Alquiler,50.0,,1.0,1.0,1ª,,A estrenar,,4528991-21490392,Piso,,,
https://www.pisos.com/alquilar/piso-jeronimos28014-45027368929_101800/,11.0,390.0,24/10/2024,104,53,Alquiler,390.0,,3.0,4.0,2ª,Más de 50 años,En buen estado,,IF5271-263,Piso,,,
https://www.pisos.com/alquilar/chalet-villanueva_de_la_canada_nucleo_urbano-47526249359_101800/,2.7,329.0,21/10/2024,,,Alquiler,329.0,,5.0,3.0,,Entre 20 y 30 años,,,IF7144-ALQIT,Piso,367.0,,
https://www.pisos.com/alquilar/piso-fuencarral_el_pardo_las_tablas28050-48375639374_101000/,1.3,93.0,24/10/2024,,,Alquiler,93.0,,2.0,2.0,,,,,AF105-1338/273,Piso,,,
https://www.pisos.com/alquilar/piso-ibiza28009-45860497913_102100/,3.2,215.0,24/10/2024,,,Alquiler,215.0,,3.0,2.0,,,,,GM19-199735,Piso,,Exterior,
https://www.pisos.com/alquilar/piso-parque_de_la_coruna_las_suertes-47570690285_992271/,1.2,110.0,24/10/2024,270,57,Alquiler,110.0,100.0,3.0,2.0,2ª,Entre 20 y 30 años,En buen estado,,4992271-1074,Piso,,,
https://www.pisos.com/alquilar/piso-prado_de_somosaguas-48382784785_500635/,2.2,175.0,21/10/2024,,,Alquiler,175.0,150.0,4.0,2.0,2ª,Entre 5 y 10 años,,Incluídos en el precio,500635-111253,Piso,,,
https://www.pisos.com/alquilar/chalet_unifamiliar-castillo_campodon-47560668046_990706/,7.0,554.0,21/10/2024,,,Alquiler,554.0,500.0,4.0,6.0,,Entre 10 y 20 años,En buen estado,,4990706-chainvlj,Piso,1.0,,
https://www.pisos.com/alquilar/duplex-golf_el_carralero28222-47524013896_100500/,2.9,168.0,22/10/2024,,,Alquiler,168.0,,4.0,3.0,3ª,Entre 20 y 30 años,A estrenar,,SA4094-IDE1260924,Piso,,,
https://www.pisos.com/alquilar/piso-bustarviejo_centro_urbano-48414483409_101000/,720.0,86.0,24/10/2024,,,Alquiler,86.0,,2.0,2.0,,,,,AF189-2216/55,Piso,,,
https://www.pisos.com/alquilar/piso-justicia_chueca28046-44256471315_102100/,2.5,124.0,24/10/2024,,,Alquiler,124.0,,2.0,2.0,,,,,GM19-198234,Piso,,,
https://www.pisos.com/alquilar/piso-universidad_malasana28004-44190693894_528374/,1.05,55.0,17/10/2024,,,Alquiler,55.0,50.0,1.0,1.0,3ª,Entre 30 y 50 años,En buen estado,,4528374-1,Piso,,,
https://www.pisos.com/alquilar/piso-carlos_ruiz-47540338903_992271/,1.1,120.0,24/10/2024,226,47,Alquiler,120.0,100.0,4.0,2.0,1ª,Entre 30 y 50 años,En buen estado,,4992271-1134,Piso,,,
https://www.pisos.com/alquilar/piso-la_finca-47557750571_280500/,5.5,190.0,24/10/2024,15,2,Alquiler,190.0,170.0,3.0,3.0,2ª,Menos de 5 años,En buen estado,Incluidos,2805-002404,Piso,,,
https://www.pisos.com/alquilar/casa_unifamiliar-las_matas_los_penascales-29189878080_280500/,4.0,600.0,24/10/2024,,,Alquiler,600.0,600.0,6.0,7.0,,Entre 5 y 10 años,En buen estado,,2805-002317,Unifamiliar,,,
https://www.pisos.com/alquilar/casa_adosada-sector_b28660-44200537282_100200/,3.6,448.0,21/10/2024,,,Alquiler,448.0,,5.0,2.0,,Menos de 5 años,En buen estado,,TC170-581681,Adosada,,,
https://www.pisos.com/alquilar/piso-somosaguas_humera_los_angeles-47519129575_280500/,1.45,69.0,24/10/2024,,,Alquiler,69.0,48.0,1.0,1.0,1ª,Menos de 5 años,En buen estado,,2805-002408,Piso,,,
https://www.pisos.com/alquilar/piso-valdezarza28035-45021521231_101800/,950.0,50.0,24/10/2024,,,Alquiler,50.0,,1.0,1.0,6ª,,,,IF5032-J. Andrés,Piso,,,
https://www.pisos.com/alquilar/piso-universidad_malasana28013-48381283236_528417/,3.5,122.0,03/10/2024,70,15,Alquiler,122.0,120.0,2.0,2.0,8ª,Entre 5 y 10 años,Reformado,,4528417-000005,Piso,,,
https://www.pisos.com/alquilar/piso-zona_avenida_de_europa28224-45068829832_101800/,1.4,65.0,24/10/2024,,,Alquiler,65.0,,1.0,1.0,2ª,,,,IF5032-avda-1d-V T 40m,Piso,,,
https://www.pisos.com/alquilar/piso-casa_de_campo28008-46681637255_100500/,3.0,85.0,24/10/2024,,,Alquiler,85.0,,2.0,2.0,4ª,,En buen estado,,SA5184-105690166,Piso,,,
https://www.pisos.com/alquilar/atico-fuencarral_el_pardo_las_tablas28050-48426361500_100500/,3.95,350.0,24/10/2024,,,Alquiler,350.0,280.0,4.0,4.0,4ª,Menos de 5 años,En buen estado,,SA2557-105981723,Piso,,,
https://www.pisos.com/alquilar/piso-carabanchel_buenavista28044-47532300472_996848/,1.075,62.0,10/10/2024,,,Alquiler,62.0,50.0,1.0,1.0,3ª,Entre 20 y 30 años,En buen estado,,4996848-000028,Piso,,,
https://www.pisos.com/alquilar/piso-jeronimos28014-45878527963_440000/,3.75,107.0,22/10/2024,138,34,Alquiler,107.0,89.0,3.0,2.0,4ª,Más de 50 años,Reformado,,4400-23656,Piso,,,
https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28016-48390459939_104700/,1.2,72.0,18/10/2024,,,Alquiler,72.0,56.0,1.0,1.0,,Más de 50 años,,,STA61-RP902024130862,Piso,,,
https://www.pisos.com/alquilar/piso-nino_jesus28009-48417621158_100500/,1.4,45.0,24/10/2024,,,Alquiler,45.0,,1.0,1.0,2ª,,En buen estado,,SA5184-106277345,Piso,,,
https://www.pisos.com/alquilar/estudio-parque_empresarial28290-45008053320_101800/,1.147,50.0,03/07/2024,,,Alquiler,50.0,,,1.0,,,,,IF5032-tartesos,Piso,,,
https://www.pisos.com/alquilar/atico-jeronimos28014-45882710017_440000/,4.5,133.0,22/10/2024,,,Alquiler,133.0,130.0,3.0,2.0,Bajo,Más de 50 años,Reformado,,4400-23657,Piso,,,
https://www.pisos.com/alquilar/piso-chamartin_prosperidad28002-45891547824_500635/,2.5,95.0,21/10/2024,,,Alquiler,95.0,90.0,2.0,2.0,4ª,,Reformado,Incluidos en el precio,500635-111246,Piso,,,
https://www.pisos.com/alquilar/piso-zona_avenida_de_europa28224-48354320473_500635/,2.3,157.0,24/10/2024,,,Alquiler,157.0,150.0,4.0,3.0,3ª,Entre 20 y 30 años,En buen estado,Incluídos,500635-111256,Piso,,,
https://www.pisos.com/alquilar/piso-tetuan_almenara28020-7581420285_500564/,1.2,80.0,23/10/2024,,,Alquiler,80.0,80.0,1.0,1.0,2ª,,En buen estado,,500564-35134,Piso,,,
https://www.pisos.com/alquilar/piso-arroyos_y_tempranales28701-4863958695_109700/,850.0,50.0,21/10/2024,,,Alquiler,50.0,,1.0,1.0,1ª,,A estrenar,,4528991-21490392,Piso,,,
https://www.pisos.com/alquilar/piso-jeronimos28014-45027368929_101800/,11.0,390.0,24/10/2024,104,53,Alquiler,390.0,,3.0,4.0,2ª,Más de 50 años,En buen estado,,IF5271-263,Piso,,,
https://www.pisos.com/alquilar/chalet-villanueva_de_la_canada_nucleo_urbano-47526249359_101800/,2.7,329.0,21/10/2024,,,Alquiler,329.0,,5.0,3.0,,Entre 20 y 30 años,,,IF7144-ALQIT,Piso,367.0,,
https://www.pisos.com/alquilar/piso-fuencarral_el_pardo_las_tablas28050-48375639374_101000/,1.3,93.0,24/10/2024,,,Alquiler,93.0,,2.0,2.0,,,,,AF105-1338/273,Piso,,,
https://www.pisos.com/alquilar/piso-ibiza28009-45860497913_102100/,3.2,215.0,24/10/2024,,,Alquiler,215.0,,3.0,2.0,,,,,GM19-199735,Piso,,Exterior,
https://www.pisos.com/alquilar/piso-parque_de_la_coruna_las_suertes-47570690285_992271/,1.2,110.0,24/10/2024,270,57,Alquiler,110.0,100.0,3.0,2.0,2ª,Entre 20 y 30 años,En buen estado,,4992271-1074,Piso,,,
https://www.pisos.com/alquilar/piso-prado_de_somosaguas-48382784785_500635/,2.2,175.0,21/10/2024,,,Alquiler,175.0,150.0,4.0,2.0,2ª,Entre 5 y 10 años,,Incluídos en el precio,500635-111253,Piso,,,
https://www.pisos.com/alquilar/chalet_unifamiliar-castillo_campodon-47560668046_990706/,7.0,554.0,21/10/2024,,,Alquiler,554.0,500.0,4.0,6.0,,Entre 10 y 20 años,En buen estado,,4990706-chainvlj,Piso,1.0,,
https://www.pisos.com/alquilar/duplex-golf_el_carralero28222-47524013896_100500/,2.9,168.0,22/10/2024,,,Alquiler,168.0,,4.0,3.0,3ª,Entre 20 y 30 años,A estrenar,,SA4094-IDE1260924,Piso,,,
https://www.pisos.com/alquilar/piso-bustarviejo_centro_urbano-48414483409_101000/,720.0,86.0,24/10/2024,,,Alquiler,86.0,,2.0,2.0,,,,,AF189-2216/55,Piso,,,
https://www.pisos.com/alquilar/piso-justicia_chueca28046-44256471315_102100/,2.5,124.0,24/10/2024,,,Alquiler,124.0,,2.0,2.0,,,,,GM19-198234,Piso,,,
https://www.pisos.com/alquilar/piso-universidad_malasana28004-44190693894_528374/,1.05,55.0,17/10/2024,,,Alquiler,55.0,50.0,1.0,1.0,3ª,Entre 30 y 50 años,En buen estado,,4528374-1,Piso,,,
https://www.pisos.com/alquilar/piso-carlos_ruiz-47540338903_992271/,1.1,120.0,24/10/2024,226,47,Alquiler,120.0,100.0,4.0,2.0,1ª,Entre 30 y 50 años,En buen estado,,4992271-1134,Piso,,,
https://www.pisos.com/alquilar/piso-la_finca-47557750571_280500/,5.5,190.0,24/10/2024,15,2,Alquiler,190.0,170.0,3.0,3.0,2ª,Menos de 5 años,En buen estado,Incluidos,2805-002404,Piso,,,
https://www.pisos.com/alquilar/casa_unifamiliar-las_matas_los_penascales-29189878080_280500/,4.0,600.0,24/10/2024,,,Alquiler,600.0,600.0,6.0,7.0,,Entre 5 y 10 años,En buen estado,,2805-002317,Unifamiliar,,,
https://www.pisos.com/alquilar/casa_adosada-sector_b28660-44200537282_100200/,3.6,448.0,21/10/2024,,,Alquiler,448.0,,5.0,2.0,,Menos de 5 años,En buen estado,,TC170-581681,Adosada,,,
https://www.pisos.com/alquilar/piso-somosaguas_humera_los_angeles-47519129575_280500/,1.45,69.0,24/10/2024,,,Alquiler,69.0,48.0,1.0,1.0,1ª,Menos de 5 años,En buen estado,,2805-002408,Piso,,,
https://www.pisos.com/alquilar/piso-valdezarza28035-45021521231_101800/,950.0,50.0,24/10/2024,,,Alquiler,50.0,,1.0,1.0,6ª,,,,IF5032-J. Andrés,Piso,,,
https://www.pisos.com/alquilar/piso-universidad_malasana28013-48381283236_528417/,3.5,122.0,03/10/2024,70,15,Alquiler,122.0,120.0,2.0,2.0,8ª,Entre 5 y 10 años,Reformado,,4528417-000005,Piso,,,
https://www.pisos.com/alquilar/piso-zona_avenida_de_europa28224-45068829832_101800/,1.4,65.0,24/10/2024,,,Alquiler,65.0,,1.0,1.0,2ª,,,,IF5032-avda-1d-V T 40m,Piso,,,
https://www.pisos.com/alquilar/piso-casa_de_campo28008-46681637255_100500/,3.0,85.0,24/10/2024,,,Alquiler,85.0,,2.0,2.0,4ª,,En buen estado,,SA5184-105690166,Piso,,,
https://www.pisos.com/alquilar/atico-fuencarral_el_pardo_las_tablas28050-48426361500_100500/,3.95,350.0,24/10/2024,,,Alquiler,350.0,280.0,4.0,4.0,4ª,Menos de 5 años,En buen estado,,SA2557-105981723,Piso,,,
https://www.pisos.com/alquilar/piso-carabanchel_buenavista28044-47532300472_996848/,1.075,62.0,10/10/2024,,,Alquiler,62.0,50.0,1.0,1.0,3ª,Entre 20 y 30 años,En buen estado,,4996848-000028,Piso,,,
https://www.pisos.com/alquilar/piso-jeronimos28014-45878527963_440000/,3.75,107.0,22/10/2024,138,34,Alquiler,107.0,89.0,3.0,2.0,4ª,Más de 50 años,Reformado,,4400-23656,Piso,,,
https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28016-48390459939_104700/,1.2,72.0,18/10/2024,,,Alquiler,72.0,56.0,1.0,1.0,,Más de 50 años,,,STA61-RP902024130862,Piso,,,
https://www.pisos.com/alquilar/piso-nino_jesus28009-48417621158_100500/,1.4,45.0,24/10/2024,,,Alquiler,45.0,,1.0,1.0,2ª,,En buen estado,,SA5184-106277345,Piso,,,
https://www.pisos.com/alquilar/estudio-parque_empresarial28290-45008053320_101800/,1.147,50.0,03/07/2024,,,Alquiler,50.0,,,1.0,,,,,IF5032-tartesos,Piso,,,
https://www.pisos.com/alquilar/atico-jeronimos28014-45882710017_440000/,4.5,133.0,22/10/2024,,,Alquiler,133.0,130.0,3.0,2.0,Bajo,Más de 50 años,Reformado,,4400-23657,Piso,,,
https://www.pisos.com/alquilar/piso-chamartin_prosperidad28002-45891547824_500635/,2.5,95.0,21/10/2024,,,Alquiler,95.0,90.0,2.0,2.0,4ª,,Reformado,Incluidos en el precio,500635-111246,Piso,,,
https://www.pisos.com/alquilar/piso-zona_avenida_de_europa28224-48354320473_500635/,2.3,157.0,24/10/2024,,,Alquiler,157.0,150.0,4.0,3.0,3ª,Entre 20 y 30 años,En buen estado,Incluídos,500635-111256,Piso,,,
https://www.pisos.com/alquilar/piso-tetuan_almenara28020-7581420285_500564/,1.2,80.0,23/10/2024,,,Alquiler,80.0,80.0,1.0,1.0,2ª,,En buen estado,,500564-35134,Piso,,,
https://www.pisos.com/alquilar/piso-arroyos_y_tempranales28701-4863958695_109700/,850.0,50.0,21/10/2024,,,Alquiler,50.0,,1.0,1.0,1ª,,A estrenar,,4528991-21490392,Piso,,,
https://www.pisos.com/alquilar/piso-jeronimos28014-45027368929_101800/,11.0,390.0,24/10/2024,104,53,Alquiler,390.0,,3.0,4.0,2ª,Más de 50 años,En buen estado,,IF5271-263,Piso,,,
https://www.pisos.com/alquilar/chalet-villanueva_de_la_canada_nucleo_urbano-47526249359_101800/,2.7,329.0,21/10/2024,,,Alquiler,329.0,,5.0,3.0,,Entre 20 y 30 años,,,IF7144-ALQIT,Piso,367.0,,
https://www.pisos.com/alquilar/piso-fuencarral_el_pardo_las_tablas28050-48375639374_101000/,1.3,93.0,24/10/2024,,,Alquiler,93.0,,2.0,2.0,,,,,AF105-1338/273,Piso,,,
https://www.pisos.com/alquilar/piso-ibiza28009-45860497913_102100/,3.2,215.0,24/10/2024,,,Alquiler,215.0,,3.0,2.0,,,,,GM19-199735,Piso,,Exterior,
https://www.pisos.com/alquilar/piso-parque_de_la_coruna_las_suertes-47570690285_992271/,1.2,110.0,24/10/2024,270,57,Alquiler,110.0,100.0,3.0,2.0,2ª,Entre 20 y 30 años,En buen estado,,4992271-1074,Piso,,,
https://www.pisos.com/alquilar/piso-prado_de_somosaguas-48382784785_500635/,2.2,175.0,21/10/2024,,,Alquiler,175.0,150.0,4.0,2.0,2ª,Entre 5 y 10 años,,Incluídos en el precio,500635-111253,Piso,,,
https://www.pisos.com/alquilar/chalet_unifamiliar-castillo_campodon-47560668046_990706/,7.0,554.0,21/10/2024,,,Alquiler,554.0,500.0,4.0,6.0,,Entre 10 y 20 años,En buen estado,,4990706-chainvlj,Piso,1.0,,
https://www.pisos.com/alquilar/duplex-golf_el_carralero28222-47524013896_100500/,2.9,168.0,22/10/2024,,,Alquiler,168.0,,4.0,3.0,3ª,Entre 20 y 30 años,A estrenar,,SA4094-IDE1260924,Piso,,,
https://www.pisos.com/alquilar/piso-bustarviejo_centro_urbano-48414483409_101000/,720.0,86.0,24/10/2024,,,Alquiler,86.0,,2.0,2.0,,,,,AF189-2216/55,Piso,,,
https://www.pisos.com/alquilar/piso-justicia_chueca28046-44256471315_102100/,2.5,124.0,24/10/2024,,,Alquiler,124.0,,2.0,2.0,,,,,GM19-198234,Piso,,,
https://www.pisos.com/alquilar/piso-universidad_malasana28004-44190693894_528374/,1.05,55.0,17/10/2024,,,Alquiler,55.0,50.0,1.0,1.0,3ª,Entre 30 y 50 años,En buen estado,,4528374-1,Piso,,,
https://www.pisos.com/alquilar/piso-carlos_ruiz-47540338903_992271/,1.1,120.0,24/10/2024,226,47,Alquiler,120.0,100.0,4.0,2.0,1ª,Entre 30 y 50 años,En buen estado,,4992271-1134,Piso,,,
https://www.pisos.com/alquilar/piso-la_finca-47557750571_280500/,5.5,190.0,24/10/2024,15,2,Alquiler,190.0,170.0,3.0,3.0,2ª,Menos de 5 años,En buen estado,Incluidos,2805-002404,Piso,,,
